OBJECTID_1 *,Shape *,admin3Name_en,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin2Name_en,admin2Pcode,admin1Name_en,admin1Pcode,admin0Name_en,admin0Pcode,date,validOn,validTo,Shape_Length,Shape_Area
589,Polygon,Jabi Tehnan,ET030709,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.787045,0.099202
590,Polygon,Jajura town,ET070214,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.061224,0.000269
591,Polygon,Jama,ET030414,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.614354,0.086919
592,Polygon,Janamora,ET030103,<Null>,<Null>,<Null>,North Gondar,ET0301,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.439809,0.108074
593,Polygon,Jarso (East Hararghe),ET041002,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.379979,0.04751
594,Polygon,Jarso (West Wellega),ET040108,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.170503,0.038664
595,Polygon,Jarte Jardega,ET041908,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.628769,0.08453
596,Polygon,Jawi,ET030906,<Null>,<Null>,<Null>,Awi,ET0309,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.338023,0.272776
597,Polygon,Jeju,ET040804,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.456398,0.066193
598,Polygon,Jeldessa,ET150206,<Null>,<Null>,<Null>,Dire Dawa rural,ET1502,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.811029,0.028006
599,Polygon,Jeldu,ET040502,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.623413,0.06164
600,Polygon,Jibat,ET040518,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.479628,0.039717
601,Polygon,Jida,ET040615,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.735547,0.040148
602,Polygon,Jigjiga town,ET050293,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.607,0.018326
603,Polygon,Jikawo,ET120103,<Null>,<Null>,<Null>,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.509055,0.054395
604,Polygon,Jilye Tumuga,ET031003,<Null>,<Null>,<Null>,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.566421,0.073471
605,Polygon,Jimma Arjo,ET040214,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.236381,0.062162
606,Polygon,Jimma Genete,ET041906,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.063118,0.034859
607,Polygon,Jimma Horo,ET041810,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.938063,0.034383
608,Polygon,Jimma Rare,ET041907,<Null>,<Null>,<Null>,Horo Gudru Wellega,ET0419,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.787089,0.028314
609,Polygon,Jimma town,ET040418,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.525267,0.007506
610,Polygon,Jinela,ET130103,<Null>,<Null>,<Null>,Harari,ET1301,Harari,ET13,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.191569,0.001568
611,Polygon,Jinka town,ET070709,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.152793,0.000725
612,Polygon,Jore,ET120204,<Null>,<Null>,<Null>,Agnewak,ET1202,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.134884,0.272276
613,Polygon,Kacha Bira,ET070304,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.946677,0.015009
614,Polygon,Kache,ET071706,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.666829,0.017657
615,Polygon,Kafta Humera,ET010501,<Null>,<Null>,<Null>,Western,ET0105,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.575545,0.418655
616,Polygon,Kalu,ET030407,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.967765,0.0705
617,Polygon,Kamashi,ET060403,<Null>,<Null>,<Null>,Kemashi,ET0604,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.39491,0.124529
618,Polygon,Karat town,ET071301,<Null>,<Null>,<Null>,Konso,ET0713,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.075521,0.000234
619,Polygon,Karat Zuria,ET071303,<Null>,<Null>,<Null>,Konso,ET0713,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.05912,0.081432
620,Polygon,Kawo Koisha,ET070620,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.716954,0.013367
621,Polygon,Kazira,ET150113,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.199203,0.001056
622,Polygon,Kebena,ET070101,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.134356,0.01937
623,Polygon,Kebribayah town,ET050296,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.18726,0.00239
624,Polygon,Kebribeyah,ET050206,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.360048,0.233739
625,Polygon,Kebridehar,ET050502,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.780824,0.195875
626,Polygon,Kebridehar town,ET050592,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.356863,0.009428
627,Polygon,Kediada Gambela,ET070303,<Null>,<Null>,<Null>,Kembata Tibaro,ET0703,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.718335,0.007967
628,Polygon,Kelafo,ET050605,<Null>,<Null>,<Null>,Shabelle,ET0506,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.951562,0.459757
629,Polygon,Kelela,ET030413,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.091419,0.118024
630,Polygon,Kelete Awelallo,ET010306,<Null>,<Null>,<Null>,Eastern,ET0103,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.874372,0.042919
631,Polygon,Kemba,ET071011,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.247907,0.055028
632,Polygon,Kemba town,ET071012,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.060748,0.000197
633,Polygon,Kemisie town,ET031006,<Null>,<Null>,<Null>,Oromia,ET0310,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.075112,0.00031
634,Polygon,Kena,ET071304,<Null>,<Null>,<Null>,Konso,ET0713,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.478567,0.078495
635,Polygon,Kercha,ET041502,<Null>,<Null>,<Null>,West Guji,ET0415,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.393552,0.04583
636,Polygon,Kersa (East Hararge),ET041008,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.15231,0.039308
637,Polygon,Kersa (Jimma),ET040405,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.078534,0.079535
638,Polygon,Kersana Malima,ET041307,<Null>,<Null>,<Null>,South West Shewa,ET0413,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.123692,0.050125
639,Polygon,Kewet,ET030512,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.771963,0.062388
640,Polygon,Keyhe tekli,ET010221,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.538504,0.059787
641,Polygon,Kibet town,ET072011,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.368948,0.003949
642,Polygon,Kiltu Kara,ET040105,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.142926,0.034541
643,Polygon,Kimbibit,ET040610,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.886722,0.052223
644,Polygon,Kindo Daddaye,ET070610,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.818891,0.022223
645,Polygon,Kindo Koyesha,ET070606,<Null>,<Null>,<Null>,Wolayita,ET0706,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.192775,0.042288
646,Polygon,Kinfaz,ET031122,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.781598,0.148399
647,Polygon,Kiremu,ET040217,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.168136,0.087437
648,Polygon,Kirkos,ET140106,<Null>,<Null>,<Null>,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.173027,0.001203
649,Polygon,Kobo town,ET030399,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.090707,0.000491
650,Polygon,Kochere,ET070503,<Null>,<Null>,<Null>,Gedeo,ET0705,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.781642,0.012569
651,Polygon,Kofele,ET041704,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.684592,0.054895
652,Polygon,Kohle /Qoxle,ET050898,<Null>,<Null>,<Null>,Afder,ET0508,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.096309,0.205188
653,Polygon,Kokosa,ET041708,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.361785,0.051799
654,Polygon,Kola Temben,ET010208,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.621265,0.059981
655,Polygon,Kolfe - Keran,ET140103,<Null>,<Null>,<Null>,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.454927,0.005632
656,Polygon,Kombolcha,ET041001,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.921564,0.024677
657,Polygon,Kombolcha town,ET030417,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.574097,0.010943
658,Polygon,Konta,ET071901,<Null>,<Null>,<Null>,Konta Special,ET0719,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.848128,0.19255
659,Polygon,Koran /Mulla,ET050297,<Null>,<Null>,<Null>,Fafan,ET0502,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.465926,0.120689
660,Polygon,Korarit,ET010508,<Null>,<Null>,<Null>,Western,ET0105,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.115664,0.040472
661,Polygon,Kore,ET041705,<Null>,<Null>,<Null>,West Arsi,ET0417,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.713918,0.041118
662,Polygon,Korem town,ET010410,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.124388,0.000933
663,Polygon,Kori,ET020108,<Null>,<Null>,<Null>,Awsi /Zone 1,ET0201,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.364395,0.2385
664,Polygon,Kucha,ET071019,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.53973,0.080705
665,Polygon,Kucha Alpha,ET071017,<Null>,<Null>,<Null>,Gamo,ET0710,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.965012,0.03281
666,Polygon,Kulito town,ET071401,<Null>,<Null>,<Null>,Halaba,ET0714,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.128929,0.000806
667,Polygon,Kumbi,ET041098,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.039114,0.269158
668,Polygon,Kuni /Oda Bultum,ET040911,<Null>,<Null>,<Null>,West Hararge,ET0409,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.510571,0.112849
669,Polygon,Kunneba,ET020202,<Null>,<Null>,<Null>,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.968627,0.029228
670,Polygon,Kurfa Chele,ET041007,<Null>,<Null>,<Null>,East Hararge,ET0410,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.010277,0.019995
671,Polygon,Kurmuk,ET060302,<Null>,<Null>,<Null>,Asosa,ET0603,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.620916,0.103809
672,Polygon,Kutaber,ET030403,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.400186,0.059652
673,Polygon,Kuyu,ET040604,<Null>,<Null>,<Null>,North Shewa (OR),ET0406,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.750821,0.078055
674,Polygon,Laelay Adiabo,ET010102,<Null>,<Null>,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.946738,0.047607
675,Polygon,Laelay Maychew,ET010205,<Null>,<Null>,<Null>,Central,ET0102,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.954481,0.039606
676,Polygon,Lagahida,ET050407,<Null>,<Null>,<Null>,Erer,ET0504,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.252909,0.044191
677,Polygon,Lalibela town,ET030398,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.11277,0.000649
678,Polygon,Lalo Asabi,ET040104,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.271332,0.031141
679,Polygon,Lalo Kile,ET041811,<Null>,<Null>,<Null>,Kelem Wellega,ET0418,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.373967,0.038904
680,Polygon,Lanfero,ET072003,<Null>,<Null>,<Null>,Siltie,ET0720,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.931618,0.018819
681,Polygon,Lare,ET120102,<Null>,<Null>,<Null>,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.172505,0.046656
682,Polygon,Lasdhankayre,ET050596,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.567653,0.104335
683,Polygon,Lasta,ET030310,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.144637,0.092653
684,Polygon,Lay Armacho,ET031108,<Null>,<Null>,<Null>,Central Gondar,ET0311,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.844001,0.088186
685,Polygon,Lay Gayint,ET030205,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.282345,0.125756
686,Polygon,Legambo,ET030410,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.109603,0.083536
687,Polygon,Lege Hida,ET042102,<Null>,<Null>,<Null>,East Bale,ET0421,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,4.415918,0.391649
688,Polygon,Lege Tafo-Lege Dadi town,ET042004,<Null>,<Null>,<Null>,Finfine Special,ET0420,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.214664,0.002664
689,Polygon,Legehare,ET150105,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.043819,0.000059
690,Polygon,Legehida,ET030420,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.391567,0.044096
691,Polygon,Lehel-Yucub,ET050798,<Null>,<Null>,<Null>,Doolo,ET0507,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.093685,0.225806
692,Polygon,Leka Dulecha,ET040212,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.56949,0.050709
693,Polygon,Leku town,ET160022,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.066006,0.00022
694,Polygon,Lemmo,ET070203,<Null>,<Null>,<Null>,Hadiya,ET0702,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.511724,0.029046
695,Polygon,Leta Sibu,ET040197,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.073287,0.023923
696,Polygon,Liban Jawi,ET040597,<Null>,<Null>,<Null>,West Shewa,ET0405,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.203557,0.026121
697,Polygon,Liben,ET041407,<Null>,<Null>,<Null>,Guji,ET0414,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.08048,0.215784
698,Polygon,Liben Chukala,ET040711,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.404131,0.057826
699,Polygon,Libokemekem,ET030202,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.08657,0.082856
700,Polygon,Lideta,ET140105,<Null>,<Null>,<Null>,Region 14,ET1401,Addis Ababa,ET14,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.194455,0.000755
701,Polygon,Limu (OR),ET040201,<Null>,<Null>,<Null>,East Wellega,ET0402,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.000832,0.090723
702,Polygon,Limu Bilbilo,ET040818,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.124086,0.096717
703,Polygon,Limu Kosa,ET040402,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.443333,0.10789
704,Polygon,Limu Seka,ET040401,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.497971,0.137686
705,Polygon,Loka Abaya,ET160037,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.424084,0.069347
706,Polygon,Loma,ET071703,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.151253,0.03483
707,Polygon,Lome (OR),ET040704,<Null>,<Null>,<Null>,East Shewa,ET0407,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.995065,0.057628
708,Polygon,Lude Hitosa,ET040821,<Null>,<Null>,<Null>,Arsi,ET0408,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.284815,0.044443
709,Polygon,Madira,ET060204,<Null>,<Null>,<Null>,Metekel,ET0602,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.018937,0.085046
710,Polygon,Maichew town,ET010409,<Null>,<Null>,<Null>,Southern,ET0104,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.159955,0.001349
711,Polygon,Maji,ET071807,<Null>,<Null>,<Null>,Mirab Omo,ET0718,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,3.71183,0.380437
712,Polygon,Makuey,ET120105,<Null>,<Null>,<Null>,Nuwer,ET1201,Gambela,ET12,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.037878,0.033577
713,Polygon,Malga,ET160012,<Null>,<Null>,<Null>,Sidama,ET1600,Sidama,ET16,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.822927,0.01466
714,Polygon,Malie,ET070707,<Null>,<Null>,<Null>,South Omo,ET0707,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.768244,0.11685
715,Polygon,Malka Jabti /M.Jebdu),ET150104,<Null>,<Null>,<Null>,Dire Dawa urban,ET1501,Dire Dawa,ET15,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.212766,0.001812
716,Polygon,Mana Sibu,ET040101,<Null>,<Null>,<Null>,West Wellega,ET0401,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.487674,0.148891
717,Polygon,Mancho,ET040490,<Null>,<Null>,<Null>,Jimma,ET0404,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.61161,0.062044
718,Polygon,Maokomo Special,ET060508,<Null>,<Null>,<Null>,Mao Komo Special,ET0605,Benishangul Gumz,ET06,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.592816,0.261854
719,Polygon,Mareka,ET071702,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.69333,0.014943
720,Polygon,Mareko,ET070107,<Null>,<Null>,<Null>,Guraghe,ET0701,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.884405,0.024642
721,Polygon,Mari Mansa,ET071708,<Null>,<Null>,<Null>,Dawuro,ET0717,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.62477,0.014843
722,Polygon,Marsin,ET050586,<Null>,<Null>,<Null>,Korahe,ET0505,Somali,ET05,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,2.663612,0.288303
723,Polygon,Masha,ET070802,<Null>,<Null>,<Null>,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.754351,0.082624
724,Polygon,Masha town,ET070805,<Null>,<Null>,<Null>,Sheka,ET0708,SNNP,ET07,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.047792,0.000082
725,Polygon,May Gaba,ET010509,<Null>,<Null>,<Null>,Western,ET0105,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.167923,0.00123
726,Polygon,May Kadra,ET010505,<Null>,<Null>,<Null>,Western,ET0105,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.448619,0.094078
727,Polygon,May Tsebri town,ET010116,<Null>,<Null>,<Null>,North Western,ET0101,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.102786,0.000363
728,Polygon,Mecha,ET030704,<Null>,<Null>,<Null>,West Gojam,ET0307,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.256069,0.045278
729,Polygon,Meda Welabu,ET041113,<Null>,<Null>,<Null>,Bale,ET0411,Oromia,ET04,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,5.589965,0.716602
730,Polygon,Megale,ET020204,<Null>,<Null>,<Null>,Kilbati /Zone2,ET0202,Afar,ET02,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.76705,0.093964
731,Polygon,Mehal Sayint,ET030419,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.984134,0.049669
732,Polygon,Mehale Meda town,ET030597,<Null>,<Null>,<Null>,North Shewa (AM),ET0305,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.095336,0.000331
733,Polygon,Mekan Eyesuse,ET030298,<Null>,<Null>,<Null>,South Gondar,ET0302,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.352768,0.002787
734,Polygon,Mekane Selame,ET030498,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,0.180371,0.000801
735,Polygon,Mekdela,ET030421,<Null>,<Null>,<Null>,South Wello,ET0304,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.983312,0.123567
736,Polygon,Mekelle,ET010701,<Null>,<Null>,<Null>,Mekelle,ET0107,Tigray,ET01,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.471642,0.043708
737,Polygon,Meket,ET030304,<Null>,<Null>,<Null>,North Wello,ET0303,Amhara,ET03,Ethiopia,ET,8/19/2019,10/8/2020,<Null>,1.662104,0.110479
